,year,quarter,location,economic activity,micro enterprises,small enterprises,medium enterprises,large enterprises,total number of enterprises
264,2022,1,Al-Kharj Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,17,17,0,0,34
265,2022,1,Al-Kharj Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,26,8,2,1,37
266,2022,1,Al-Kharj Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,20,1,0,0,21
267,2022,1,Al-Kharj Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,23,1,0,0,24
268,2022,1,Al-Kharj Office,أنشطة المنظمات ذات العضوية,13,3,0,0,16
269,2022,1,Al-Kharj Office,أنشطة النشر,10,3,0,0,13
270,2022,1,Al-Kharj Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,209,53,7,0,269
271,2022,1,Al-Kharj Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,1,1,1,0,3
272,2022,1,Al-Kharj Office,أنشطة خدمات الأطعمة والمشروبات,1007,249,11,0,1267
273,2022,1,Al-Kharj Office,أنشطة خدمات المعلومات,10,0,0,0,10
274,2022,1,Al-Kharj Office,أنشطة خدمات دعم التعدين,10,3,0,0,13
275,2022,1,Al-Kharj Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1255,108,15,1,1379
276,2022,1,Al-Kharj Office,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,13,10,0,0,23
277,2022,1,Al-Kharj Office,الإقامة,52,12,0,0,64
278,2022,1,Al-Kharj Office,الأنشطة الإبداعية والفنون وأنشطة الترفيه,5,0,1,0,6
279,2022,1,Al-Kharj Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,14,3,0,0,17
280,2022,1,Al-Kharj Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,39,6,0,0,45
281,2022,1,Al-Kharj Office,الأنشطة الإيجارية,606,31,1,0,638
282,2022,1,Al-Kharj Office,الأنشطة البيطرية,9,3,0,0,12
283,2022,1,Al-Kharj Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,31,12,0,0,43
284,2022,1,Al-Kharj Office,الأنشطة العقارية,86,19,0,1,106
285,2022,1,Al-Kharj Office,الأنشطة القانونية وأنشطة المحاسبة,5,0,0,0,5
286,2022,1,Al-Kharj Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,2,0,0,0,2
287,2022,1,Al-Kharj Office,الأنشطة المهنية والعلمية والتقنية الأخرى,11,1,0,0,12
288,2022,1,Al-Kharj Office,الاتصالات,14,2,1,0,17
289,2022,1,Al-Kharj Office,التخزين وأنشطة الدعم للنقل,76,9,0,0,85
290,2022,1,Al-Kharj Office,التعليم,28,11,7,0,46
291,2022,1,Al-Kharj Office,الحراجة وقطع الأخشاب,2,0,0,0,2
292,2022,1,Al-Kharj Office,الرعاية مع الإقامة,1,2,0,0,3
293,2022,1,Al-Kharj Office,الصحة البشرية,16,23,8,2,49
294,2022,1,Al-Kharj Office,الصرف الصحي,0,1,0,0,1
295,2022,1,Al-Kharj Office,الصناعة التحويلية الأخرى,9,7,1,0,17
296,2022,1,Al-Kharj Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,16,4,0,0,20
297,2022,1,Al-Kharj Office,النقل البري و النقل عبر الأنابيب,909,106,5,1,1021
298,2022,1,Al-Kharj Office,النقل الجوي,16,5,0,0,21
299,2022,1,Al-Kharj Office,النقل المائي,12,0,0,0,12
300,2022,1,Al-Kharj Office,الهندسة المدنية,8,7,1,1,17
301,2022,1,Al-Kharj Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1567,283,17,1,1868
302,2022,1,Al-Kharj Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,741,220,16,0,977
303,2022,1,Al-Kharj Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,781,127,3,0,911
304,2022,1,Al-Kharj Office,تجميع المياه ومعالجتها وتوصيلها,10,0,0,1,11
305,2022,1,Al-Kharj Office,تشييد المباني,1652,476,40,5,2173
306,2022,1,Al-Kharj Office,تعدين ركازات الفلزات,14,1,0,0,15
307,2022,1,Al-Kharj Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,7,5,1,0,13
308,2022,1,Al-Kharj Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,18,8,1,0,27
309,2022,1,Al-Kharj Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,21,5,0,0,26
310,2022,1,Al-Kharj Office,صناعة معدات النقل الأخرى,7,3,1,0,11
311,2022,1,Al-Kharj Office,صنع الأثاث,58,18,1,1,78
312,2022,1,Al-Kharj Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,34,4,0,0,38
313,2022,1,Al-Kharj Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,70,18,1,0,89
314,2022,1,Al-Kharj Office,صنع الفلزات القاعدية,105,28,3,0,136
315,2022,1,Al-Kharj Office,صُنع المشروبات,8,5,6,6,25
316,2022,1,Al-Kharj Office,صنع المعدات الكهربائية,43,13,1,0,57
317,2022,1,Al-Kharj Office,صُنع الملبوسات,330,36,1,0,367
318,2022,1,Al-Kharj Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,4,1,0,0,5
319,2022,1,Al-Kharj Office,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,3,5,0,0,8
320,2022,1,Al-Kharj Office,صُنع المنتجات الغذائية,162,59,9,0,230
321,2022,1,Al-Kharj Office,صُنع المنسوجات,27,9,1,0,37
322,2022,1,Al-Kharj Office,صُنع المواد الكيميائية والمنتجات الكيميائية,50,17,3,0,70
323,2022,1,Al-Kharj Office,صُنع الورق ومنتجات الورق,6,3,5,0,14
324,2022,1,Al-Kharj Office,صنع فحم الكوك والمنتجات النفطية المكررة,0,1,0,0,1
325,2022,1,Al-Kharj Office,صُنع منتجات التبغ,0,1,0,0,1
326,2022,1,Al-Kharj Office,صنع منتجات المطاط واللدائن,19,15,5,1,40
327,2022,1,Al-Kharj Office,صنع منتجات المعادن اللافلزية الأخرى,48,36,11,0,95
328,2022,1,Al-Kharj Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),110,27,4,1,142
329,2022,1,Al-Kharj Office,صيد الأسماك وتربية المائيات,5,0,0,0,5
330,2022,1,Al-Kharj Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,5,1,0,0,6
331,2022,1,Dawadmi Governorate Office,أبحاث الإعلان والسوق,4,0,0,0,4
332,2022,1,Dawadmi Governorate Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,35,10,0,0,45
333,2022,1,Dawadmi Governorate Office,إصلاح وتركيب الآلات والمعدات,13,3,0,0,16
334,2022,1,Dawadmi Governorate Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,2,0,0,0,2
335,2022,1,Dawadmi Governorate Office,أنشطة الأمن والتحقيقات,1,0,0,0,1
336,2022,1,Dawadmi Governorate Office,أنشطة الاستخدام,8,0,0,0,8
337,2022,1,Dawadmi Governorate Office,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,3,0,0,0,3
338,2022,1,Dawadmi Governorate Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,4,0,0,0,4
339,2022,1,Dawadmi Governorate Office,أنشطة البرمجة والإذاعة,1,1,0,0,2
340,2022,1,Dawadmi Governorate Office,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,1,3,0,0,4
341,2022,1,Dawadmi Governorate Office,أنشطة التشييد المتخصصة,705,118,6,2,831
342,2022,1,Dawadmi Governorate Office,أنشطة الخدمات الشخصية الأخرى,353,32,2,0,387
343,2022,1,Dawadmi Governorate Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,20,1,0,0,21
344,2022,1,Dawadmi Governorate Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,14,1,1,0,16
345,2022,1,Dawadmi Governorate Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,22,6,0,0,28
346,2022,1,Dawadmi Governorate Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,8,0,0,0,8
347,2022,1,Dawadmi Governorate Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,6,1,0,0,7
348,2022,1,Dawadmi Governorate Office,أنشطة المنظمات ذات العضوية,4,0,0,0,4
349,2022,1,Dawadmi Governorate Office,أنشطة النشر,2,0,0,0,2
350,2022,1,Dawadmi Governorate Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,712,161,10,1,884
351,2022,1,Dawadmi Governorate Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,1,0,0,0,1
352,2022,1,Dawadmi Governorate Office,أنشطة خدمات الأطعمة والمشروبات,592,76,5,0,673
353,2022,1,Dawadmi Governorate Office,أنشطة خدمات المعلومات,4,1,0,0,5
354,2022,1,Dawadmi Governorate Office,أنشطة خدمات دعم التعدين,0,2,0,0,2
355,2022,1,Dawadmi Governorate Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1028,36,0,0,1064
356,2022,1,Dawadmi Governorate Office,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,6,3,0,0,9
357,2022,1,Dawadmi Governorate Office,الإقامة,35,7,1,0,43
358,2022,1,Dawadmi Governorate Office,الأنشطة الإبداعية والفنون وأنشطة الترفيه,4,0,0,0,4
359,2022,1,Dawadmi Governorate Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,2,2,0,0,4
360,2022,1,Dawadmi Governorate Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,13,0,0,0,13
361,2022,1,Dawadmi Governorate Office,الأنشطة الإيجارية,990,20,1,1,1012
362,2022,1,Dawadmi Governorate Office,الأنشطة البيطرية,8,0,0,0,8
363,2022,1,Dawadmi Governorate Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,21,5,0,0,26
364,2022,1,Dawadmi Governorate Office,الأنشطة العقارية,29,6,0,0,35
365,2022,1,Dawadmi Governorate Office,الأنشطة القانونية وأنشطة المحاسبة,1,0,0,0,1
366,2022,1,Dawadmi Governorate Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,1,0,0,0,1
367,2022,1,Dawadmi Governorate Office,الأنشطة المهنية والعلمية والتقنية الأخرى,6,1,0,0,7
368,2022,1,Dawadmi Governorate Office,الاتصالات,5,0,0,0,5
369,2022,1,Dawadmi Governorate Office,التخزين وأنشطة الدعم للنقل,57,4,0,0,61
370,2022,1,Dawadmi Governorate Office,التعليم,16,12,2,0,30
371,2022,1,Dawadmi Governorate Office,الحراجة وقطع الأخشاب,1,0,0,0,1
372,2022,1,Dawadmi Governorate Office,الصحة البشرية,16,7,2,0,25
373,2022,1,Dawadmi Governorate Office,الصرف الصحي,1,0,0,0,1
374,2022,1,Dawadmi Governorate Office,الصناعة التحويلية الأخرى,11,1,0,0,12
375,2022,1,Dawadmi Governorate Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,7,0,0,0,7
376,2022,1,Dawadmi Governorate Office,النقل البري و النقل عبر الأنابيب,696,65,4,0,765
377,2022,1,Dawadmi Governorate Office,النقل الجوي,11,3,0,0,14
378,2022,1,Dawadmi Governorate Office,النقل المائي,2,0,0,0,2
379,2022,1,Dawadmi Governorate Office,الهندسة المدنية,2,0,1,0,3
380,2022,1,Dawadmi Governorate Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,616,81,2,0,699
381,2022,1,Dawadmi Governorate Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,294,67,4,0,365
382,2022,1,Dawadmi Governorate Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,575,60,5,1,641
383,2022,1,Dawadmi Governorate Office,تجميع المياه ومعالجتها وتوصيلها,5,2,1,0,8
384,2022,1,Dawadmi Governorate Office,تشييد المباني,785,176,21,3,985
385,2022,1,Dawadmi Governorate Office,تعدين ركازات الفلزات,5,0,0,0,5
386,2022,1,Dawadmi Governorate Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,5,0,1,0,6
387,2022,1,Dawadmi Governorate Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,6,0,0,0,6
388,2022,1,Dawadmi Governorate Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,12,0,0,0,12
389,2022,1,Dawadmi Governorate Office,صناعة معدات النقل الأخرى,4,1,0,0,5
390,2022,1,Dawadmi Governorate Office,صنع الأثاث,44,8,0,0,52
391,2022,1,Dawadmi Governorate Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,11,0,0,0,11
